Index,Company name,Rating,Company type,Sector,Old,Company location,Employees,Reviews
225,Inox Leisure,4.1, Public ,Media & Entertainment , 24 years old , Mumbai +83 more, 10k-50k Employees ,1.1k Reviews
226,Hindustan Construction Company,4.2, Public ,Engineering & Construction , 97 years old , Mumbai +74 more, 1k-5k Employees ,1.1k Reviews
227,Jindal Saw,3.9, Public ,Building Material , 39 years old , Delhi/NCR +51 more, 1k-5k Employees ,1.1k Reviews
228,Sony,4.4, Public ,Consumer Electronics & Appliances , 29 years old , Delhi/NCR +119 more, 1k-5k Employees ,1k Reviews
229,Emami,4, Public ,FMCG , 49 years old , Kolkata +132 more, 1k-5k Employees ,1k Reviews
230,Bharat Financial Inclusion,4.1, Public ,Financial Services , 25 years old , Hyderabad +270 more, 10k-50k Employees ,1k Reviews
231,Dainik Bhaskar Group Of Publication,4, Public ,Printing & Publishing , 65 years old , Bhopal +110 more, 5k-10k Employees ,1k Reviews
232,Trent,4.1, Public ,Retail , 25 years old , Mumbai +102 more, 1k-5k Employees ,1k Reviews
233,Security and Intelligence Services (India),4.2, Public ,BPO , 38 years old , Delhi/NCR +143 more, 1 Lakh+ Employees ,1k Reviews
234,Bata,3.9, Public ,Fashion & Textile , 92 years old , Lausanne +106 more, 1k-5k Employees ,1k Reviews
235,Aditya Birla Capital,4, Public ,Financial Services , 16 years old , Mumbai +169 more, 10k-50k Employees ,1k Reviews
236,J. Kumar Infraprojects,4.1, Public ,Engineering & Construction , 43 years old , Mumbai +24 more, 5k-10k Employees ,1k Reviews
237,NIIT,3.6, Public ,Education & Training , 42 years old , Gurgaon/Gurugram +91 more, 1k-5k Employees ,1k Reviews
238,Muthoot Group,3.6, Public ,NBFC , 136 years old , Wedel +248 more, 1k-5k Employees ,1k Reviews
239,L.G.Balakrishnan & Bros,3.8, Public ,Industrial Machinery , 86 years old , Coimbatore +34 more, 1k-5k Employees ,1k Reviews
240,Oracle Cerner,3.9, Public ,IT Services & Consulting , 44 years old , Kansas +2 more, 1k-5k Employees ,1k Reviews
241,Hindustan Petroleum,4.2, Central ,Oil & Gas , 49 years old , Mumbai +173 more, 10k-50k Employees ,1k Reviews
242,Relaxo Footwear,4.1, Public ,Fashion & Textile , 47 years old , New Delhi +106 more, 1k-5k Employees ,1k Reviews
243,TATA Power,4, Public ,Power , 112 years old , Mumbai +107 more, 10k-50k Employees ,1k Reviews
244,Trident Group,3.5, Public ,Fashion & Textile , 33 years old , Ludhiana +41 more, 10k-50k Employees ,1k Reviews
245,Paisabazaar.com,3.6, Startup ,FinTech , 9 years old , Gurgaon/Gurugram +12 more, 1k-5k Employees ,1k Reviews
246,Marico,4, Public ,FMCG , 33 years old , Mumbai +130 more, 1k-5k Employees ,999 Reviews
247,Lumax Industries,4, Public ,Auto Components , 78 years old , Pune +29 more, 1k-5k Employees ,998 Reviews
248,Pantaloons,4.2, Public ,Fashion & Textile , 26 years old , Mumbai +133 more, 10k-50k Employees ,993 Reviews
249,Satin Creditcare Network,4.2, Public ,NBFC , 33 years old , Gurgaon/Gurugram +207 more, 5k-10k Employees ,978 Reviews
250,Bajaj Capital,3.9, Public ,Financial Services , 59 years old , Delhi/NCR +135 more, 1k-5k Employees ,967 Reviews
251,Oracle Financial Services Software,3.9, Public ,IT Services & Consulting , 33 years old , Mumbai +15 more, 10k-50k Employees ,965 Reviews
252,Akzo Nobel India,4.1, Public ,Chemicals , 84 years old , Amsterdam +113 more, 1k-5k Employees ,963 Reviews
253,Bayer,4.2, Public ,Pharma , 160 years old , Monheim Am Rhein +159 more, 1k-5k Employees ,951 Reviews
254,Edelweiss,3.8, Public ,Financial Services , 6 years old , Mumbai +105 more, 5k-10k Employees ,945 Reviews
255,Bharat Forge,3.8, Public ,Iron & Steel , 62 years old , Pune +16 more, 1k-5k Employees ,939 Reviews
256,TTEC India,3.8, Public ,BPO , 39 years old , Englewood +12 more, 1k-5k Employees ,933 Reviews
257,Sharekhan,4, Public ,FinTech , 23 years old , Mumbai +104 more, 1k-5k Employees ,923 Reviews
258,GMR Group,4.1, Public ,Engineering & Construction , 45 years old , Delhi/NCR +50 more, 5k-10k Employees ,921 Reviews
259,Sanofi,4.4, Public ,Pharma , 19 years old , Paris +63 more, 5k-10k Employees ,914 Reviews
260,Jindal X,3.7, Public ,BPO , 25 years old , New Delhi +19 more, 501-1k Employees ,910 Reviews
261,NSE.IT,3.6, Public ,IT Services & Consulting , 24 years old , Mumbai +131 more, 201-500 Employees ,906 Reviews
262,Adani Ports and SEZ,3.9, Public ,Real Estate , 25 years old , Ahmedabad +54 more, 1k-5k Employees ,905 Reviews
263,Granules India,4, Public ,Pharma , 39 years old , Hyderabad/Secunderabad +12 more, 1k-5k Employees ,901 Reviews
264,Spicejet,3.5, Public ,Aviation , 19 years old , Gurgaon/Gurugram +51 more, 5k-10k Employees ,899 Reviews
265,The Jaypee Group,3.9, Public ,Engineering & Construction , 44 years old , Noida +91 more, 5k-10k Employees ,898 Reviews
266,Aye Finance,4.2, Startup ,FinTech , 10 years old , Delhi +211 more, 1k-5k Employees ,898 Reviews
267,Ashoka Buildcon,4.1, Public ,Engineering & Construction , 47 years old , Nasik/Nashik +115 more, 1k-5k Employees ,895 Reviews
268,SYSKA LED Lights,3.2, Startup ,Consumer Electronics & Appliances , 11 years old , Pune +137 more, 1k-5k Employees (Global) ,895 Reviews
269,Indiabulls Consumer Finance,3.9, Public ,NBFC , 29 years old , Mumbai +128 more, 1k-5k Employees ,895 Reviews
270,ITD Cementation India,4.2, Public ,Engineering & Construction , 92 years old , Mumbai +57 more, 1k-5k Employees ,893 Reviews
271,Compass Group Support Services,4, Public ,Hospitality , 82 years old , Chertsey +58 more, 10k-50k Employees ,893 Reviews
272,Indoco Remedies,3.7, Public ,Pharma , 76 years old , Mumbai +55 more, 1k-5k Employees ,887 Reviews
273,Videocon d2h,3.8, Public ,Internet , 14 years old , Mumbai +127 more, 501-1k Employees ,887 Reviews
274,Infinite Computer Solutions,3.7, Public ,IT Services & Consulting , 22 years old , Rockville  +23 more, 1k-5k Employees ,886 Reviews
275,Health Care Global Enterprises,4.1, Public ,Healthcare , 34 years old , Bangalore/Bengaluru +38 more, 5k-10k Employees ,884 Reviews
276,Heritage Foods,4, Public ,FMCG , 31 years old , Hyderabad/Secunderabad +79 more, 1k-5k Employees ,883 Reviews
277,Ab Inbev,3.5, Public ,Beverage , 35 years old , Leuven +58 more, 1k-5k Employees ,882 Reviews
278,Steel Strips Wheels,3.8, Public ,Auto Components , 38 years old , Chandigarh +30 more, 1k-5k Employees ,882 Reviews
279,Asahi India Glass,3.9, Public ,Auto Components , 39 years old , Gurgaon/Gurugram +55 more, 1k-5k Employees ,882 Reviews
280,Unichem Laboratories,4, Public ,Pharma , 79 years old , Mumbai +61 more, 1k-5k Employees ,880 Reviews
281,Adani Power,3.9, Public ,Power , 17 years old , Ahmedabad +60 more, 1k-5k Employees ,878 Reviews
282,SKF,3.9, Public ,Auto Components , 100 years old , Gothenburg +54 more, 1k-5k Employees ,866 Reviews
283,DCM Shriram,4.2, Public ,Chemicals , 33 years old , Delhi/NCR +68 more, 1k-5k Employees ,862 Reviews
284,FDC,3.9, Public ,Pharma , 83 years old , Mumbai +86 more, 1k-5k Employees ,854 Reviews
285,IFB,3.6, Public ,Consumer Electronics & Appliances , 49 years old , Kolkata +121 more, 201-500 Employees ,852 Reviews
286,DISH TV,3.7, Public ,Media & Entertainment , 20 years old , Noida +127 more, 1k-5k Employees ,852 Reviews
287,DENSO,4.1, Public ,Auto Components , 76 years old , Kariya +34 more, 1k-5k Employees ,851 Reviews
288,Consolidated Contractors,4.5, Public ,Engineering & Construction , 71 years old , Marousi +44 more, 1k-5k Employees ,850 Reviews
289,Atul,3.9, Public ,Chemicals , 76 years old , Valsad +49 more, 1k-5k Employees ,840 Reviews
290,Punj Lloyd,4.3, Public ,Engineering & Construction , 41 years old , Gurgaon/Gurugram +67 more, 1k-5k Employees ,839 Reviews
291,Devyani International,3.7, Public ,Retail , 32 years old , Gurgaon/Gurugram +78 more, 5k-10k Employees ,834 Reviews
292,Shriram Pistons & Rings,4, Public ,Auto Components , 60 years old , Delhi/NCR +44 more, 1k-5k Employees ,822 Reviews
293,FastInfo,4.5, Startup ,EdTech , 4 years old , Kolkata +7 more, 501-1k Employees ,816 Reviews
294,Shadowfax Technologies,3.6, Public ,Logistics , 8 years old , Bangalore +125 more, 1k-5k Employees ,815 Reviews
295,ECIL,4.2, Public ,Defence & Aerospace , 56 years old , Hyderabad/Secunderabad +38 more, 501-1k Employees ,814 Reviews
296,Newgen Software Technologies,3.5, Public ,IT Services & Consulting , 31 years old , New Delhi +22 more, 1k-5k Employees ,813 Reviews
297,Oil And Natural Gas Corporation,4.4, Public ,Oil & Gas , 67 years old , Delhi/NCR +58 more, 10k-50k Employees ,800 Reviews
298,SAI Life Sciences,3.8, Public ,Pharma , 24 years old , Hyderabad +12 more, 1k-5k Employees ,799 Reviews
299,Wheelseye Technology,3.8, Startup ,Logistics , 6 years old , Gurgaon +142 more, 11-50 Employees ,796 Reviews
300,Bharat Sanchar Nigam,3.9, Central ,Telecom , 23 years old , Delhi/NCR +190 more, 50k-1 Lakh Employees ,794 Reviews
301,Adani Group,3.9, Public ,Power , 35 years old , Ahmedabad +95 more, 10k-50k Employees ,792 Reviews
302,Paytm Payments Bank,3.8, Public ,FinTech , 7 years old , Noida +96 more, 1k-5k Employees ,786 Reviews
303,PNB Housing Finance,3.9, Public ,NBFC , 35 years old , Delhi/NCR +105 more, 1k-5k Employees ,782 Reviews
304,Spencer's Retail,4, Public ,Retail , 160 years old , Kolkata +55 more, 1k-5k Employees ,781 Reviews
305,Mahindra CIE Automotive,3.7, Public ,Auto Components , 24 years old , Mumbai +32 more, 1k-5k Employees ,775 Reviews
306,Jubilant Pharmova,4.1, Public ,Pharma , 45 years old , Noida +46 more, 1k-5k Employees ,771 Reviews
307,Eaton Corporation,4, Public ,Power , 112 years old , Cleveland +16 more, 5k-10k Employees ,766 Reviews
308,Zydus Lifesciences,4, Public ,Pharma , 71 years old , Ahmedabad +42 more, 10k-50k Employees ,765 Reviews
309,Strides Pharma,3.8, Public ,Pharma , 33 years old , Bangalore/Bengaluru +30 more, 201-500 Employees ,755 Reviews
310,Thyrocare Technologies,3.4, Public ,Healthcare , 27 years old , Mumbai +48 more, 1k-5k Employees ,754 Reviews
311,Sansera Engineering,4.2, Public ,Auto Components , 37 years old , Bangalore/Bengaluru +17 more, 501-1k Employees ,751 Reviews
312,HARMAN,3.9, Public ,Consumer Electronics & Appliances , 14 years old , Stamford +23 more, 5k-10k Employees ,751 Reviews
313,Adobe,4.2, Public ,Software Product , 26 years old , San Jose +13 more, 5k-10k Employees ,747 Reviews
314,Intex Technologies,3.6, Public ,Consumer Electronics & Appliances , 27 years old , Delhi/NCR +68 more, 1k-5k Employees ,745 Reviews
315,Tietoevry,4.2, Public ,IT Services & Consulting , 55 years old , Helsinki +8 more, 1k-5k Employees ,743 Reviews
316,Kendriya Vidyalaya Sangathan,4.3, Public ,Education & Training , 60 years old , Delhi/NCR +183 more, 10k-50k Employees ,737 Reviews
317,Godrej Consumer Products,4.2, Public ,FMCG , 22 years old , Mumbai +96 more, 1k-5k Employees ,734 Reviews
318,Tata AutoComp Systems,4, Public ,Auto Components , 25 years old , Pune +26 more, 1k-5k Employees ,730 Reviews
319,BGR Energy Systems,3.9, Public ,Oil & Gas , 38 years old , Nellore +45 more, 1k-5k Employees ,729 Reviews
320,Hatsun Agro Product,4, Public ,FMCG , 53 years old , Chennai +82 more, 1k-5k Employees ,729 Reviews
321,JK Lakshmi Cement,3.9, Public ,Building Material , 41 years old , Delhi/NCR +103 more, 1k-5k Employees ,727 Reviews
322,Lemon Tree Hotels,4.1, Public ,Hospitality , 21 years old , Delhi/NCR +56 more, 1k-5k Employees ,727 Reviews
323,Kirloskar Oil Engines,4.1, Public ,Industrial Machinery , 77 years old , Pune +72 more, 1k-5k Employees ,726 Reviews
324,1point1 Solutions,3.4, Public ,BPO , 15 years old , Navi Mumbai +14 more, 5k-10k Employees ,724 Reviews
325,Schaeffler India,4.2, Public ,Auto Components , 77 years old , Mumbai +19 more, 1k-5k Employees ,724 Reviews
326,R Systems International,3.5, Public ,IT Services & Consulting , 30 years old , El Dorado Hills +11 more, 1k-5k Employees ,716 Reviews
327,Onward Technologies Inc,3.3, Public ,Software Product , 32 years old , Pune +59 more, 1k-5k Employees ,715 Reviews
328,V2 Retail,3.5, Public ,Fashion & Textile , 22 years old , Delhi/NCR +80 more, 1k-5k Employees ,714 Reviews
329,PNC Infratech,4, Public ,Engineering & Construction , 24 years old , Delhi/NCR +68 more, 5k-10k Employees ,711 Reviews
330,Godrej Properties,3.7, Public ,Real Estate , 33 years old , Mumbai +24 more, 1k-5k Employees ,709 Reviews
331,Tata Chemicals,4.1, Public ,Chemicals , 85 years old , Mumbai +75 more, 1k-5k Employees ,706 Reviews
332,Dixon Technologies,4, Public ,Consumer Electronics & Appliances , 30 years old , Noida +30 more, 1k-5k Employees ,705 Reviews
333,Shalby Hospitals,4.7, Public ,Healthcare , 29 years old , Ahmedabad +19 more, 1k-5k Employees ,700 Reviews
334,Canara Bank,3.4, Public ,Banking , 117 years old , Bangalore/Bengaluru +131 more, 50k-1 Lakh Employees ,699 Reviews
335,Spandana Sphoorty Financial,3.6, Public ,NBFC , 25 years old , Hyderabad/Secunderabad +204 more, 10k-50k Employees ,697 Reviews
336,The Ramco Cements,4.3, Public ,Building Material , 62 years old , Chennai +78 more, 1k-5k Employees ,691 Reviews
337,Sundaram Clayton,4, Public ,Auto Components , 61 years old , Chennai +22 more, 1k-5k Employees ,689 Reviews
338,Sundaram Clayton,4, Public ,Auto Components , 61 years old , Chennai +22 more, 1k-5k Employees ,689 Reviews
339,Hindustan Zinc,3.8, Public ,Metals & Mining , 57 years old , Udaipur +23 more, 1k-5k Employees ,688 Reviews
340,Ion Exchange India,3.8, Public ,Waste Management , 59 years old , Mumbai +70 more, 1k-5k Employees ,688 Reviews
341,Kirloskar Brothers,4, Public ,Industrial Machinery , 135 years old , Pune +48 more, 1k-5k Employees ,685 Reviews
342,Toppr,3.4, Startup ,EdTech , 10 years old , Mumbai +43 more, 1k-5k Employees ,682 Reviews
343,Nilkamal,3.9, Public ,Furniture & Furnishing , 42 years old , Mumbai +86 more, 1k-5k Employees ,681 Reviews
344,Capacit'e Infraprojects,3.6, Public ,Engineering & Construction , 11 years old , Mumbai +29 more, 501-1k Employees ,681 Reviews
345,Intel,4.3, Public ,Semiconductors , 55 years old , Santa Clara +20 more, 10k-50k Employees ,680 Reviews
346,VIP Industries,3.9, Public ,Retail , 52 years old , Mumbai +79 more, 1k-5k Employees ,678 Reviews
347,Colgate Palmolive,4.2, Public ,FMCG , 86 years old , New York +89 more, 1k-5k Employees ,678 Reviews
348,AstraZeneca,4.2, Public ,IT Services & Consulting , 24 years old , Cambridge +34 more, 1k-5k Employees ,676 Reviews
349,Tube Investments of India,4, Public ,Automobile , 64 years old , Chennai +47 more, 1k-5k Employees ,676 Reviews
350,Pricol,4, Public ,Auto Components , 48 years old , Coimbatore +21 more, 1k-5k Employees ,675 Reviews
351,Airtel Payments Bank,4.2, Public ,FinTech , 7 years old , Delhi/NCR +171 more, 501-1k Employees ,666 Reviews
352,Sundaram Finance,4.2, Public ,NBFC , 69 years old , Chennai +194 more, 1k-5k Employees ,664 Reviews
353,iMerit,3.9, Startup ,Software Product , 11 years old , Kolkata +9 more, 1k-5k Employees ,660 Reviews
354,CenturyPly,4, Public ,Furniture & Furnishing , 37 years old , Kolkata +82 more, 1k-5k Employees ,658 Reviews
355,Secure Meters,4.1, Public ,Electronics Manufacturing , 36 years old , Chandlers Ford +55 more, 1k-5k Employees ,655 Reviews
356,MakeMyTrip,3.7, Public ,Travel & Tourism , 23 years old , Gurgaon +36 more, 1k-5k Employees ,651 Reviews
357,Thomas Cook,3.7, Public ,Travel & Tourism , 142 years old , Mumbai +74 more, 1k-5k Employees ,649 Reviews
358,Diageo,4.1, Public ,Beverage , 26 years old , London +70 more, 1k-5k Employees ,644 Reviews
359,Nykaa,3.5, Public ,Fitness & Wellness , 11 years old , Mumbai +59 more, 1k-5k Employees ,643 Reviews
360,Ahluwalia Contracts India,4, Public ,Engineering & Construction , 58 years old , Delhi/NCR +39 more, 1k-5k Employees ,642 Reviews
361,Vedanta Resources,3.8, Public ,Metals & Mining , 47 years old , London +58 more, 1k-5k Employees ,637 Reviews
362,Ruchi Soya Industries,4.1, Public ,Food Processing , 37 years old , Mumbai +99 more, 1k-5k Employees ,637 Reviews
363,Better.com,3, Startup ,Financial Services , 7 years old , New York City +4 more, 201-500 Employees ,634 Reviews
364,Imperial Auto Industries,3.8, Public ,Automobile , 54 years old , Faridabad +27 more, 1k-5k Employees ,633 Reviews
365,Karur Vysya Bank,3.7, Public ,Banking , 107 years old , Karur +114 more, 5k-10k Employees ,629 Reviews
366,Future Supply Chain Solutions,4.3, Public ,Logistics , 17 years old , Mumbai +59 more, 1k-5k Employees ,627 Reviews
367,ZF Steering Gear,3.7, Public ,Auto Components , 108 years old , Pune +17 more, 501-1k Employees ,627 Reviews
368,JTEKT,4.2, Public ,Auto Components , 17 years old , Osaka +19 more, 501-1k Employees ,624 Reviews
369,HFCL,4.1, Public ,Hardware & Networking , 36 years old , Delhi/NCR +79 more, 1k-5k Employees ,624 Reviews
370,Centum Electronics,3.9, Public ,Electronics Manufacturing , 29 years old , Bangalore/Bengaluru +10 more, 1k-5k Employees ,618 Reviews
371,Panacea Biotec,3.8, Public ,Biotechnology , 39 years old , Delhi/NCR +44 more, 1k-5k Employees ,617 Reviews
372,Uber,4.2, Public ,Internet , 14 years old , San Francisco +42 more, 1k-5k Employees ,615 Reviews
373,Happiest Minds Technologies,4, Public ,IT Services & Consulting , 12 years old , Bangalore +13 more, 1k-5k Employees ,614 Reviews
374,Birla Corporation,4.1, Public ,Building Material , 104 years old , Kolkata +100 more, 1k-5k Employees ,613 Reviews
375,GAMMON INDIA,3.9, Public ,Engineering & Construction , 101 years old , Mumbai +68 more, 11-50 Employees ,612 Reviews
376,KEI Industries,4.2, Public ,Electrical Equipment , 55 years old , Delhi/NCR +67 more, 1k-5k Employees ,612 Reviews
377,Greaves Cotton,4.1, Public ,Industrial Machinery , 164 years old , Mumbai +33 more, 1k-5k Employees ,612 Reviews
378,Air India,4, Central ,Aviation , 93 years old , Delhi/NCR +45 more, 10k-50k Employees ,609 Reviews
379,Alok Industries,3.8, Public ,Fashion & Textile , 37 years old , Mumbai +24 more, 10k-50k Employees ,605 Reviews
380,Alok Industries,3.8, Public ,Fashion & Textile , 37 years old , Mumbai +24 more, 10k-50k Employees ,605 Reviews
381,SNC-Lavalin,4.3, Public ,Engineering & Construction , 112 years old , Montreal +48 more, 1k-5k Employees ,604 Reviews
382,HT Media,3.5, Public ,Media & Entertainment , 99 years old , Delhi/NCR +35 more, 1k-5k Employees ,603 Reviews
383,GVPR Engineers,4.1, Public ,Engineering & Construction , 26 years old , Hyderabad/Secunderabad +53 more, 501-1k Employees ,603 Reviews
384,Napino Auto & Electronics,4.1, Public ,Auto Components , 26 years old , Gurgaon/Gurugram +9 more, 5k-10k Employees ,600 Reviews
385,Vertiv,3.9, Startup ,IT Services & Consulting , 7 years old , Columbus +45 more, 51-200 Employees (Global) ,600 Reviews
386,Samasta Microfinance,4.1, Public ,Financial Services , 15 years old , Bangalore +186 more, 5k-10k Employees ,598 Reviews
387,Tata Steel BSL,4, Public ,Metals & Mining , 36 years old , Mumbai +29 more, 10k-50k Employees ,598 Reviews
